layer_id	Themekey thesaurus	placekey value
fgdc9735	GNIS	Arizona
fgdc9736	LCSH	Europe
fgdc9737	GNIS	Ohio
fgdc9740	GNIS	Louisiana
fgdc9741	GNIS	Kansas
fgdc9742	GNIS	South Dakota
fgdc9743	GNIS	Mississippi
fgdc9745	GNIS	Nevada
fgdc9746	GNIS	Wisconsin
fgdc9747	GNS (NGA)	China
fgdc9748	GNIS	Louisiana
fgdc9749	GNIS	Washington (State)
fgdc9750	GNIS	New Mexico
fgdc9757	GNS (NGA)	China
fgdc9758	GNIS	Oregon
fgdc9759	LCSH	United States
fgdc9760	LCSH	Europe
fgdc9761	LCSH	Mexico
fgdc9762	GNS	Barents Sea
fgdc9764	GNIS	District of Columbia
fgdc9764	LCSH	Washington (D.C.)
fgdc9768	GNIS	Massachusetts
fgdc9769	GNIS	Guam
fgdc9775	GNS	Israel
fgdc9776	GNIS	Kentucky
fgdc9777	LCSH	"Africa, West"
fgdc9778	GNIS	Mississippi
fgdc9783	GNIS	Hawaii
fgdc9785	GNIS	Arizona
fgdc9787	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Y??-p'ing
fgdc9787	None	Guizhou Province
fgdc9789	GNS	Mexico
fgdc9789	LCSH	North America
fgdc9790	GNIS	Alaska
fgdc9791	GNIS	Connecticut
fgdc9792	GNIS	New York (State)
fgdc9796	LCSH	United States
fgdc9797	GNIS	Massachusetts
fgdc9799	GNIS	North Dakota
fgdc9800	GNIS	Vermont
fgdc9801	GNIS	Nebraska
fgdc9802	GNIS	Colorado
fgdc9803	LCSH	United States
fgdc9805	GNIS	Virginia
fgdc9807	GNIS	New Mexico
fgdc9810	GNIS	Arizona
fgdc9811	GNIS	New Hampshire
fgdc9812	LCSH	Europe
fgdc9813	GNIS	Georgia
fgdc9814	LCSH	Europe
fgdc9818	GNIS	China
fgdc9819	GNIS	New Jersey
fgdc9820	GNIS	Iowa
fgdc9825	GNS	Algeria
fgdc9827	GNIS	Wisconsin
fgdc9828	GNIS	Idaho
fgdc9829	GNIS	New Jersey
fgdc9830	world-wide	Global
fgdc9832	GNIS	Guam
fgdc9834	GNIS	Iowa
fgdc9836	LCSH	United States
fgdc9837	GNIS	West Virginia
fgdc9840	GNIS	Hawaii
fgdc9841	GNIS	Maine
fgdc9842	GNIS	South Dakota
fgdc9843	LCSH	United States
fgdc9848	GNIS	North Carolina
fgdc9852	GNIS	Rhode Island
fgdc9853	GNIS	Wisconsin
fgdc9854	GNIS	New York (State)
fgdc9857	GNIS	Washington (State)
fgdc9858	GNIS	New Jersey
fgdc9860	GNIS	Montana
fgdc9861	LCSH	United States
fgdc9866	LCSH	Mexico
fgdc9867	GNIS	Montana
fgdc9868	GNIS	Massachusetts
fgdc9869	GNIS	Ohio
fgdc9870	LCSH	Europe
fgdc9871	GNIS	Louisiana
fgdc9872	GNIS	Indiana
fgdc9876	None	Canada
fgdc9880	LCSH	New England
fgdc9882	GNIS	Oklahoma
fgdc9884	GNIS	Vermont
fgdc9890	GNIS	Oregon
fgdc9891	GNS	Algeria
fgdc9897	GNIS	South Carolina
fgdc9898	GNIS	Alaska
fgdc9900	GNIS	Arkansas
fgdc9904	GNIS	New Jersey
fgdc9905	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc9908	GNIS	Utah
fgdc9909	LCSH	Africa
fgdc9910	GNIS	Illinois
fgdc9911	LCSH	Europe
fgdc9914	None	World
fgdc9916	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc9917	Dictionary of Chinese History	Songjiang
fgdc9919	GNIS	Minnesota
fgdc9920	GNIS	Rhode Island
fgdc9921	GNIS	Wyoming
fgdc9923	GNIS	Indiana
fgdc9925	GNIS	California
fgdc9926	GNS	Maldives
fgdc9928	GNIS	Oregon
fgdc9931	GNIS	Mississippi
fgdc9933	LCSH	Bulkan Peninsula
fgdc9936	GNS	Germany
fgdc9938	GNIS	Oregon
fgdc9939	GNIS	Nevada
fgdc9941	GNIS	Minnesota
fgdc9942	GNIS	Massachusetts
fgdc9944	GNIS	Wyoming
fgdc9946	GNIS	Missouri
fgdc9947	GNIS	North Dakota
fgdc9948	GNIS	Illinois
fgdc9950	LCSH	Europe
fgdc9951	GNIS	Texas
fgdc9952	GNIS	Massachusetts
fgdc9954	LCSH	Europe
fgdc9958	GNIS	Kansas
fgdc9959	GNIS	Alaska
fgdc9962	GNIS	Kentucky
fgdc9963	GNIS	Minnesota
fgdc9964	GNIS	North Dakota
		Boston
fgdc9967	GNIS	New Hampshire
fgdc9968	None	United States
fgdc9969	GNIS	New Mexico
fgdc9970	GNIS	Colorado
fgdc9973	GNIS	Wyoming
fgdc9974	GNIS	Virginia
fgdc9975	GNIS	Nebraska
fgdc9976	GNIS	Massachusetts
fgdc9977	GNIS	Michigan
fgdc9978	GNS	Malta
fgdc9979	GNIS	Hawaii
fgdc9980	GNIS	South Dakota
fgdc9984	GNIS	Texas
fgdc9985	LCSH	Europe
fgdc9986	GNIS	Nebraska
fgdc9989	LCSH	Europe
fgdc9991	GNIS	Vermont
fgdc9992	GNIS	Maryland
fgdc9993	GNIS	Virginia
fgdc9994	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc9996	GNIS	Kansas
fgdc9999	GNIS	Indiana
fgdc10001	GNIS	New Hampshire
fgdc10002	GNIS	Wisconsin
fgdc10004	GNIS	Hawaii
fgdc10006	LCSH	South America
fgdc10007	GNIS	Hawaii
fgdc10008	GNIS	Hawaii
fgdc10009	LCSH	United States
fgdc10010	GNS	Algeria
fgdc10011	GNIS	Illinois
fgdc10012	GNIS	Wyoming
